iso3c,economist_excess_deaths,economist_estimated,month,who_excess_deaths,who_estimated,pop
AFG,-322.3086817819609,TRUE,2020-01-01,1296,TRUE,38928341
AFG,-879.1368725270252,TRUE,2020-02-01,537,TRUE,38928341
AFG,-745.864513875398,TRUE,2020-03-01,-388,TRUE,38928341
AFG,-672.9910058095741,TRUE,2020-04-01,-1209,TRUE,38928341
AFG,-623.8028811808072,TRUE,2020-05-01,127,TRUE,38928341
AFG,3274.6758651228033,TRUE,2020-06-01,2416,TRUE,38928341
AFG,3753.70626348502,TRUE,2020-07-01,3248,TRUE,38928341
AFG,3383.5190565294724,TRUE,2020-08-01,1148,TRUE,38928341
AFG,2740.2679690726072,TRUE,2020-09-01,1213,TRUE,38928341
AFG,2631.9290973712523,TRUE,2020-10-01,2549,TRUE,38928341
AFG,2837.6059887652373,TRUE,2020-11-01,4561,TRUE,38928341
AFG,2450.570646069024,TRUE,2020-12-01,3895,TRUE,38928341
AFG,1954.1872100660426,TRUE,2021-01-01,1644,TRUE,38928341
AFG,739.8219726103988,TRUE,2021-02-01,-273,TRUE,38928341
AFG,620.8642738416602,TRUE,2021-03-01,-24,TRUE,38928341
AFG,3564.0617567420554,TRUE,2021-04-01,1511,TRUE,38928341
AFG,5937.244468582306,TRUE,2021-05-01,2465,TRUE,38928341
AFG,8506.670064307216,TRUE,2021-06-01,5523,TRUE,38928341
AFG,7652.26901454001,TRUE,2021-07-01,5460,TRUE,38928341
AFG,7124.829785852477,TRUE,2021-08-01,3001,TRUE,38928341
AFG,4677.884502730959,TRUE,2021-09-01,1266,TRUE,38928341
AFG,3677.50414529752,TRUE,2021-10-01,1299,TRUE,38928341
AFG,2662.3284255060644,TRUE,2021-11-01,1726,TRUE,38928341
AFG,451.13211825420683,TRUE,2021-12-01,397.93548387096774,TRUE,38928341
AGO,416.6949271043508,TRUE,2020-01-01,1159,TRUE,32866268
AGO,200.0344592781514,TRUE,2020-02-01,1045,TRUE,32866268
AGO,-33.448337118175665,TRUE,2020-03-01,970,TRUE,32866268
AGO,-553.5229933604,TRUE,2020-04-01,-1257,TRUE,32866268
AGO,-187.98697848523315,TRUE,2020-05-01,-977,TRUE,32866268
AGO,600.4084235215335,TRUE,2020-06-01,-740,TRUE,32866268
AGO,1304.399097061425,TRUE,2020-07-01,111,TRUE,32866268
AGO,996.0664594254839,TRUE,2020-08-01,809,TRUE,32866268
AGO,137.48211404222872,TRUE,2020-09-01,1090,TRUE,32866268
AGO,110.89322835383817,TRUE,2020-10-01,917,TRUE,32866268
AGO,1971.217324361085,TRUE,2020-11-01,970,TRUE,32866268
AGO,2391.7368025490377,TRUE,2020-12-01,1242,TRUE,32866268
AGO,2469.33168747138,TRUE,2021-01-01,1407,TRUE,32866268
AGO,2070.0781431960004,TRUE,2021-02-01,1799,TRUE,32866268
AGO,1850.8086683098882,TRUE,2021-03-01,1390,TRUE,32866268
AGO,1740.014190836094,TRUE,2021-04-01,1122,TRUE,32866268
AGO,2304.0576380726234,TRUE,2021-05-01,1841,TRUE,32866268
AGO,2228.7077815118905,TRUE,2021-06-01,1318,TRUE,32866268
AGO,2163.8450521189143,TRUE,2021-07-01,1566,TRUE,32866268
AGO,2182.0031155268894,TRUE,2021-08-01,2062,TRUE,32866268
AGO,3324.4542724536245,TRUE,2021-09-01,2085,TRUE,32866268
AGO,2802.9836763609073,TRUE,2021-10-01,1395,TRUE,32866268
AGO,2597.7113840374295,TRUE,2021-11-01,581,TRUE,32866268
AGO,721.1572319557383,TRUE,2021-12-01,201.54838709677418,TRUE,32866268
ALB,-37.81457218779348,FALSE,2020-01-01,-226,FALSE,2877800
ALB,2.1570798094264974,FALSE,2020-02-01,-298,FALSE,2877800
ALB,38.5496524356829,FALSE,2020-03-01,-139,FALSE,2877800
ALB,75.95385719582279,FALSE,2020-04-01,-157,FALSE,2877800
ALB,129.4530932958981,FALSE,2020-05-01,-15,FALSE,2877800
ALB,176.899663647435,FALSE,2020-06-01,-23,FALSE,2877800
ALB,395.96857716686577,FALSE,2020-07-01,415,FALSE,2877800
ALB,782.3238459840701,FALSE,2020-08-01,934,FALSE,2877800
ALB,524.505039991521,FALSE,2020-09-01,404,FALSE,2877800
ALB,738.3115879195539,FALSE,2020-10-01,899,FALSE,2877800
ALB,2115.29966364743,FALSE,2020-11-01,2650,FALSE,2877800
ALB,1293.372233080841,FALSE,2020-12-01,1124,FALSE,2877800
ALB,681.8838055658503,FALSE,2021-01-01,665,FALSE,2877800
ALB,1773.6194660881274,FALSE,2021-02-01,1943,FALSE,2877800
ALB,996.332869914246,FALSE,2021-03-01,1686,FALSE,2877800
ALB,719.5789063686265,FALSE,2021-04-01,502,FALSE,2877800
ALB,215.2085688389782,FALSE,2021-05-01,-127,FALSE,2877800
ALB,-38.47894309373968,FALSE,2021-06-01,-170,FALSE,2877800
ALB,62.292224752956564,FALSE,2021-07-01,-279,FALSE,2877800
ALB,383.932869914247,FALSE,2021-08-01,161,FALSE,2877800
ALB,633.8460031428193,FALSE,2021-09-01,960,FALSE,2877800
ALB,730.9008694461768,TRUE,2021-10-01,930,FALSE,2877800
ALB,772.7597430981762,TRUE,2021-11-01,510,FALSE,2877800
ALB,164.1085928292949,TRUE,2021-12-01,87.74193548387096,FALSE,2877800
ARE,-12.985735784851729,TRUE,2020-01-01,23,TRUE,9890400
ARE,-14.184874808263482,TRUE,2020-02-01,0,TRUE,9890400
ARE,44.343439614677905,TRUE,2020-03-01,-27,TRUE,9890400
ARE,233.3294835069622,TRUE,2020-04-01,58,TRUE,9890400
ARE,624.2507179320409,TRUE,2020-05-01,188,TRUE,9890400
ARE,603.7679203436506,TRUE,2020-06-01,252,TRUE,9890400
ARE,630.4556885715656,TRUE,2020-07-01,309,TRUE,9890400
ARE,637.0447031534717,TRUE,2020-08-01,194,TRUE,9890400
ARE,595.8928688443409,TRUE,2020-09-01,31,TRUE,9890400
ARE,376.66007430114325,TRUE,2020-10-01,-28,TRUE,9890400
ARE,217.4875520148936,TRUE,2020-11-01,-41,TRUE,9890400
ARE,181.72589349629985,TRUE,2020-12-01,-30,TRUE,9890400
ARE,419.30424935236994,TRUE,2021-01-01,-2,TRUE,9890400
ARE,696.3340652445348,TRUE,2021-02-01,81,TRUE,9890400
ARE,505.0221905965225,TRUE,2021-03-01,115,TRUE,9890400
ARE,271.4960125885856,TRUE,2021-04-01,107,TRUE,9890400
ARE,454.08793875433,TRUE,2021-05-01,197,TRUE,9890400
ARE,705.1986043302927,TRUE,2021-06-01,275,TRUE,9890400
ARE,1219.6356577509212,TRUE,2021-07-01,324,TRUE,9890400
ARE,1163.077813791296,TRUE,2021-08-01,235,TRUE,9890400
ARE,524.6211959158348,TRUE,2021-09-01,109,TRUE,9890400
ARE,75.29954332094324,TRUE,2021-10-01,27,TRUE,9890400
ARE,-132.48116116497468,TRUE,2021-11-01,-33,TRUE,9890400
ARE,-61.59683348244934,TRUE,2021-12-01,-8.774193548387096,TRUE,9890400
ARG,-118.90216230850257,FALSE,2020-01-01,-207,FALSE,45195777
ARG,-152.88807444288787,FALSE,2020-02-01,-1106,FALSE,45195777
ARG,-237.593406312706,FALSE,2020-03-01,-442,FALSE,45195777
ARG,-786.234049119823,FALSE,2020-04-01,-2274,FALSE,45195777
ARG,-1744.791685882602,FALSE,2020-05-01,-2765,FALSE,45195777
ARG,-4156.41942546391,FALSE,2020-06-01,-5292,FALSE,45195777
ARG,934.4745506765378,FALSE,2020-07-01,843,FALSE,45195777
ARG,5191.142077558257,FALSE,2020-08-01,4063,FALSE,45195777
ARG,9891.484875611366,FALSE,2020-09-01,9696,FALSE,45195777
ARG,14259.980142074397,FALSE,2020-10-01,14418,FALSE,45195777
ARG,10166.1805745361,FALSE,2020-11-01,9216,FALSE,45195777
ARG,7529.943152827085,FALSE,2020-12-01,5542,FALSE,45195777
ARG,6734.314393385843,TRUE,2021-01-01,3583,TRUE,45195777
ARG,5367.944676243137,TRUE,2021-02-01,1172,TRUE,45195777
ARG,5554.366616798834,TRUE,2021-03-01,2060,TRUE,45195777
ARG,12548.725564758519,TRUE,2021-04-01,6202,TRUE,45195777
ARG,19655.263525457936,TRUE,2021-05-01,12893,TRUE,45195777
ARG,19598.072100655972,TRUE,2021-06-01,19543,TRUE,45195777
ARG,13592.83611953299,TRUE,2021-07-01,8428,TRUE,45195777
ARG,7515.875072053212,TRUE,2021-08-01,5131,TRUE,45195777
ARG,3850.5089989934763,TRUE,2021-09-01,-2479,TRUE,45195777
ARG,1703.4059888128781,TRUE,2021-10-01,-1086,TRUE,45195777
ARG,1466.431695014941,TRUE,2021-11-01,-448,TRUE,45195777
ARG,337.8712979107759,TRUE,2021-12-01,823.483870967742,TRUE,45195777
ARM,-27.991155672564506,TRUE,2020-01-01,168,FALSE,2963234
ARM,-38.04122473315171,TRUE,2020-02-01,121,FALSE,2963234
ARM,-33.116148042442326,TRUE,2020-03-01,35,FALSE,2963234
ARM,-2.8408441048241357,TRUE,2020-04-01,21,FALSE,2963234
ARM,236.81542093873958,TRUE,2020-05-01,25,FALSE,2963234
ARM,520.5276466762506,TRUE,2020-06-01,867,FALSE,2963234
ARM,634.8671556048212,TRUE,2020-07-01,714,FALSE,2963234
ARM,423.15734569187845,TRUE,2020-08-01,196,FALSE,2963234
ARM,329.67213849921654,TRUE,2020-09-01,255,FALSE,2963234
ARM,881.3352366389568,TRUE,2020-10-01,1679,FALSE,2963234
ARM,1915.7730096632442,TRUE,2020-11-01,3847,FALSE,2963234
ARM,1316.9983613134427,TRUE,2020-12-01,1992,FALSE,2963234
ARM,375.53378350310186,TRUE,2021-01-01,663,FALSE,2963234
ARM,223.4374275652387,TRUE,2021-02-01,154,FALSE,2963234
ARM,454.1751822042829,TRUE,2021-03-01,635,FALSE,2963234
ARM,799.9396685428604,TRUE,2021-04-01,1277,FALSE,2963234
ARM,532.3109100502577,TRUE,2021-05-01,599,FALSE,2963234
ARM,286.62266447451105,TRUE,2021-06-01,332,FALSE,2963234
ARM,347.75297282882883,TRUE,2021-07-01,290,FALSE,2963234
ARM,526.9377961001004,TRUE,2021-08-01,368,FALSE,2963234
ARM,784.8247892912615,TRUE,2021-09-01,812,FALSE,2963234
ARM,1536.035186193419,TRUE,2021-10-01,1553,FALSE,2963234
ARM,1538.4010390083668,TRUE,2021-11-01,2414,FALSE,2963234
ARM,251.2516821708559,TRUE,2021-12-01,166.96774193548387,FALSE,2963234
ATG,0.5490102171138076,FALSE,2020-01-01,-2,FALSE,97928
ATG,-7.4207924786110215,FALSE,2020-02-01,-5,FALSE,97928
ATG,0.4038633461050549,FALSE,2020-03-01,8,FALSE,97928
ATG,0.18954517365004686,FALSE,2020-04-01,-3,FALSE,97928
ATG,0.8098848514813942,FALSE,2020-05-01,0,FALSE,97928
ATG,-8.64142256828543,FALSE,2020-06-01,-11,FALSE,97928
ATG,-1.8455990194863452,FALSE,2020-07-01,-7,FALSE,97928
ATG,-14.344523750669094,FALSE,2020-08-01,-9,FALSE,97928
ATG,-8.254325794091875,FALSE,2020-09-01,-8,FALSE,97928
ATG,-6.300652782927208,FALSE,2020-10-01,-2,FALSE,97928
ATG,-3.2414225682854196,FALSE,2020-11-01,-3,FALSE,97928
ATG,-8.75635170765838,FALSE,2020-12-01,-13,FALSE,97928
ATG,-2.9004729597859007,TRUE,2021-01-01,-8,TRUE,97928
ATG,8.506100434782997,TRUE,2021-02-01,0,TRUE,97928
ATG,14.624988364655506,TRUE,2021-03-01,8,TRUE,97928
ATG,3.265040891688507,TRUE,2021-04-01,0,TRUE,97928
ATG,8.08120423865748,TRUE,2021-05-01,5,TRUE,97928
ATG,-2.5260203765341838,TRUE,2021-06-01,-7,TRUE,97928
ATG,0.4547297999644437,TRUE,2021-07-01,-3,TRUE,97928
ATG,1.2715011010898027,TRUE,2021-08-01,-2,TRUE,97928
ATG,37.90963894655667,TRUE,2021-09-01,20,TRUE,97928
ATG,36.020201505961474,TRUE,2021-10-01,13,TRUE,97928
ATG,18.18976368158069,TRUE,2021-11-01,6,TRUE,97928
ATG,-0.10437156891839836,TRUE,2021-12-01,-1.5483870967741935,TRUE,97928
AUS,-83.10963081853251,FALSE,2020-01-01,-395,FALSE,25499881
AUS,-95.73879614726356,FALSE,2020-02-01,298,FALSE,25499881
AUS,41.98028892495254,FALSE,2020-03-01,299,FALSE,25499881
AUS,-44.01778491133619,FALSE,2020-04-01,68,FALSE,25499881
AUS,-816.6825682179062,FALSE,2020-05-01,-506,FALSE,25499881
AUS,-1604.9034991970466,FALSE,2020-06-01,-1542,FALSE,25499881
AUS,-1687.5025682179046,FALSE,2020-07-01,-1561,FALSE,25499881
AUS,-1520.025425360762,FALSE,2020-08-01,-1499,FALSE,25499881
AUS,-1402.694927768479,FALSE,2020-09-01,-1448,FALSE,25499881
AUS,-1116.4254253607608,FALSE,2020-10-01,-1035,FALSE,25499881
AUS,-451.2606420541921,FALSE,2020-11-01,-463,FALSE,25499881
AUS,-236.0688764041059,FALSE,2020-12-01,128,FALSE,25499881
AUS,-351.00373461666885,FALSE,2021-01-01,-551,FALSE,25499881
AUS,-270.05181380389456,FALSE,2021-02-01,-574,FALSE,25499881
AUS,-173.89675762414424,FALSE,2021-03-01,-125,FALSE,25499881
AUS,-42.054189405853755,FALSE,2021-04-01,-249,FALSE,25499881
AUS,182.93752809013895,FALSE,2021-05-01,7,FALSE,25499881
AUS,-244.92276083442215,FALSE,2021-06-01,-505,FALSE,25499881
AUS,-397.93961476700093,FALSE,2021-07-01,-665,FALSE,25499881
AUS,-1229.119614767003,FALSE,2021-08-01,-1447,FALSE,25499881
AUS,-1048.1741894058537,FALSE,2021-09-01,-1156,FALSE,25499881
AUS,-819.6476230450601,TRUE,2021-10-01,-809,FALSE,25499881
AUS,404.653383220985,TRUE,2021-11-01,-412,FALSE,25499881
AUS,93.53474346872858,TRUE,2021-12-01,-29.161290322580644,FALSE,25499881
AUT,84.32203049761604,FALSE,2020-01-01,206,FALSE,9006400
AUT,-361.1017121454118,FALSE,2020-02-01,-595,FALSE,9006400
AUT,412.3394462280662,FALSE,2020-03-01,375,FALSE,9006400
AUT,650.4750401285437,FALSE,2020-04-01,290,FALSE,9006400
AUT,139.25373194235442,FALSE,2020-05-01,23,FALSE,9006400
AUT,137.2750401285416,FALSE,2020-06-01,-132,FALSE,9006400
AUT,-12.917696629076252,FALSE,2020-07-01,40,FALSE,9006400
AUT,268.5965890852109,FALSE,2020-08-01,223,FALSE,9006400
AUT,453.16075441425994,FALSE,2020-09-01,249,FALSE,9006400
AUT,859.7965890852091,FALSE,2020-10-01,945,FALSE,9006400
AUT,3229.2178972714,FALSE,2020-11-01,2972,FALSE,9006400
AUT,2723.770465489706,FALSE,2020-12-01,1939,FALSE,9006400
AUT,768.765054842346,FALSE,2021-01-01,653,FALSE,9006400
AUT,-320.10438068472297,FALSE,2021-02-01,-966,FALSE,9006400
AUT,-135.93788121974143,FALSE,2021-03-01,-162,FALSE,9006400
AUT,594.4905296951805,FALSE,2021-04-01,271,FALSE,9006400
AUT,521.719261637403,FALSE,2021-05-01,355,FALSE,9006400
AUT,705.0048154094629,FALSE,2021-06-01,347,FALSE,9006400
AUT,265.347833065972,FALSE,2021-07-01,177,FALSE,9006400
AUT,459.4335473516873,FALSE,2021-08-01,423,FALSE,9006400
AUT,732.1191011237531,FALSE,2021-09-01,394,FALSE,9006400
AUT,880.5478330659721,FALSE,2021-10-01,914,FALSE,9006400
AUT,2335.4048154094644,FALSE,2021-11-01,1911,FALSE,9006400
AUT,663.544141252048,FALSE,2021-12-01,280.7741935483871,FALSE,9006400
AZE,-17.182167902601673,TRUE,2020-01-01,202,FALSE,10139175
AZE,-80.81780175546562,TRUE,2020-02-01,66,FALSE,10139175
AZE,-139.89595876743937,TRUE,2020-03-01,1428,FALSE,10139175
AZE,-447.2595437678028,TRUE,2020-04-01,-574,FALSE,10139175
AZE,220.04642821625237,TRUE,2020-05-01,-615,FALSE,10139175
AZE,1292.7571488010474,TRUE,2020-06-01,2556,FALSE,10139175
AZE,2003.1589845221094,TRUE,2020-07-01,2460,FALSE,10139175
AZE,1087.7756949272427,TRUE,2020-08-01,664,FALSE,10139175
AZE,947.673537343096,TRUE,2020-09-01,307,FALSE,10139175
AZE,1648.661741218184,TRUE,2020-10-01,1951,FALSE,10139175
AZE,3166.99254585987,TRUE,2020-11-01,5360,FALSE,10139175
AZE,4152.730456166923,TRUE,2020-12-01,13774,FALSE,10139175
AZE,1676.520119912546,TRUE,2021-01-01,4264,FALSE,10139175
AZE,519.9776643643849,TRUE,2021-02-01,533,FALSE,10139175
AZE,1008.1241054457431,TRUE,2021-03-01,1253,FALSE,10139175
AZE,1939.675261637999,TRUE,2021-04-01,3649,FALSE,10139175
AZE,1728.3399339876755,TRUE,2021-05-01,1077,FALSE,10139175
AZE,799.9968642160693,TRUE,2021-06-01,1102,FALSE,10139175
AZE,1427.9775991541117,TRUE,2021-07-01,541,FALSE,10139175
AZE,3661.788593434302,TRUE,2021-08-01,2785,FALSE,10139175
AZE,3496.253183102255,TRUE,2021-09-01,4717,FALSE,10139175
AZE,2974.3527383189817,TRUE,2021-10-01,2232,FALSE,10139175
AZE,3548.354829979856,TRUE,2021-11-01,4250,FALSE,10139175
AZE,836.1929755544503,TRUE,2021-12-01,781.4193548387096,FALSE,10139175
BDI,230.98135402136933,TRUE,2020-01-01,470,TRUE,11890781
BDI,242.87444593187283,TRUE,2020-02-01,346,TRUE,11890781
BDI,503.9195639716038,TRUE,2020-03-01,285,TRUE,11890781
BDI,634.0638681218496,TRUE,2020-04-01,231,TRUE,11890781
BDI,858.6081328803623,TRUE,2020-05-01,158,TRUE,11890781
BDI,924.0030594980253,TRUE,2020-06-01,168,TRUE,11890781
BDI,1050.1401948757043,TRUE,2020-07-01,305,TRUE,11890781
BDI,993.0328674321278,TRUE,2020-08-01,454,TRUE,11890781
BDI,711.3679194473401,TRUE,2020-09-01,383,TRUE,11890781
BDI,749.5292625808082,TRUE,2020-10-01,352,TRUE,11890781
BDI,955.480311202304,TRUE,2020-11-01,395,TRUE,11890781
BDI,1039.3448957022451,TRUE,2020-12-01,549,TRUE,11890781
BDI,876.324367369359,TRUE,2021-01-01,490,TRUE,11890781
BDI,1028.649350757395,TRUE,2021-02-01,526,TRUE,11890781
BDI,976.7348958343995,TRUE,2021-03-01,557,TRUE,11890781
BDI,528.1667261339359,TRUE,2021-04-01,350,TRUE,11890781
BDI,496.2846635773234,TRUE,2021-05-01,295,TRUE,11890781
BDI,512.0328253174878,TRUE,2021-06-01,461,TRUE,11890781
BDI,391.4617892338838,TRUE,2021-07-01,554,TRUE,11890781
BDI,846.3878446072615,TRUE,2021-08-01,548,TRUE,11890781
BDI,1066.267443751673,TRUE,2021-09-01,468,TRUE,11890781
BDI,651.2540775996721,TRUE,2021-10-01,321,TRUE,11890781
BDI,507.5054852781258,TRUE,2021-11-01,360,TRUE,11890781
BDI,151.44951326334234,TRUE,2021-12-01,80.77419354838709,TRUE,11890781
BEL,-95.08306581063172,FALSE,2020-01-01,-10,FALSE,11589616
BEL,-840.8875334405233,FALSE,2020-02-01,-1130,FALSE,11589616
BEL,1758.9707062598266,FALSE,2020-03-01,1826,FALSE,11589616
BEL,6328.930176564802,FALSE,2020-04-01,6092,FALSE,11589616
BEL,784.284991974115,FALSE,2020-05-01,761,FALSE,11589616
BEL,-78.78410914948022,FALSE,2020-06-01,-441,FALSE,11589616
BEL,-411.94357945445927,FALSE,2020-07-01,-477,FALSE,11589616
BEL,1595.1707062598264,FALSE,2020-08-01,1520,FALSE,11589616
BEL,182.41589085052445,FALSE,2020-09-01,-131,FALSE,11589616
BEL,2199.2849919741107,FALSE,2020-10-01,2342,FALSE,11589616
BEL,5177.015890850517,FALSE,2020-11-01,4957,FALSE,11589616
BEL,2055.547191011031,FALSE,2020-12-01,1661,FALSE,11589616
BEL,341.23433654331205,FALSE,2021-01-01,517,FALSE,11589616
BEL,-832.7787988231021,FALSE,2021-02-01,-1670,FALSE,11589616
BEL,-1059.286677367811,FALSE,2021-03-01,-907,FALSE,11589616
BEL,614.1926163721655,FALSE,2021-04-01,135,FALSE,11589616
BEL,531.9418940607632,FALSE,2021-05-01,460,FALSE,11589616
BEL,145.27833065787274,FALSE,2021-06-01,-347,FALSE,11589616
BEL,-27.00096308209626,FALSE,2021-07-01,-107,FALSE,11589616
BEL,92.08475120361717,FALSE,2021-08-01,-161,FALSE,11589616
BEL,372.84975922930664,FALSE,2021-09-01,-111,FALSE,11589616
BEL,1124.9990369179038,FALSE,2021-10-01,1079,FALSE,11589616
BEL,1743.7926163721638,FALSE,2021-11-01,1112,FALSE,11589616
BEL,637.0799357944816,FALSE,2021-12-01,244.90322580645162,FALSE,11589616
BEN,70.69383571954204,TRUE,2020-01-01,612,TRUE,12123198
BEN,-58.24274756930819,TRUE,2020-02-01,550,TRUE,12123198
BEN,-444.6840069322298,TRUE,2020-03-01,111,TRUE,12123198
BEN,-511.2164763156322,TRUE,2020-04-01,-300,TRUE,12123198
BEN,-509.5218170996614,TRUE,2020-05-01,-2,TRUE,12123198
BEN,-230.0899298410395,TRUE,2020-06-01,801,TRUE,12123198
BEN,176.35171346543066,TRUE,2020-07-01,897,TRUE,12123198
BEN,61.97918107289864,TRUE,2020-08-01,608,TRUE,12123198
BEN,-314.04274365089435,TRUE,2020-09-01,275,TRUE,12123198
BEN,-337.0361587205534,TRUE,2020-10-01,-83,TRUE,12123198
BEN,17.65946299052298,TRUE,2020-11-01,76,TRUE,12123198
BEN,364.90038935161533,TRUE,2020-12-01,388,TRUE,12123198
BEN,455.4019522198764,TRUE,2021-01-01,561,TRUE,12123198
BEN,139.9788995988437,TRUE,2021-02-01,1208,TRUE,12123198
BEN,19.418732847536596,TRUE,2021-03-01,1158,TRUE,12123198
BEN,221.723862102423,TRUE,2021-04-01,845,TRUE,12123198
BEN,546.3488689188896,TRUE,2021-05-01,652,TRUE,12123198
BEN,646.7442607643525,TRUE,2021-06-01,773,TRUE,12123198
BEN,666.4434339105784,TRUE,2021-07-01,774,TRUE,12123198
BEN,629.1725837678972,TRUE,2021-08-01,904,TRUE,12123198
BEN,808.2605253470182,TRUE,2021-09-01,577,TRUE,12123198
BEN,681.4738991830524,TRUE,2021-10-01,141,TRUE,12123198
BEN,707.9768975666095,TRUE,2021-11-01,74,TRUE,12123198
BEN,212.6208005942356,TRUE,2021-12-01,65.29032258064515,TRUE,12123198
BFA,210.08191844230393,TRUE,2020-01-01,962,TRUE,20903278
BFA,46.14191395220972,TRUE,2020-02-01,784,TRUE,20903278
BFA,925.7424010947113,TRUE,2020-03-01,477,TRUE,20903278
BFA,1644.1416690449676,TRUE,2020-04-01,67,TRUE,20903278
BFA,1263.9294245403191,TRUE,2020-05-01,433,TRUE,20903278
BFA,-167.41982589232984,TRUE,2020-06-01,703,TRUE,20903278
BFA,525.9262260515379,TRUE,2020-07-01,971,TRUE,20903278
BFA,243.7017023441091,TRUE,2020-08-01,952,TRUE,20903278
BFA,-341.09302434241545,TRUE,2020-09-01,489,TRUE,20903278
BFA,-396.2760890016656,TRUE,2020-10-01,299,TRUE,20903278
BFA,223.99754911481182,TRUE,2020-11-01,182,TRUE,20903278
BFA,842.1446521542518,TRUE,2020-12-01,854,TRUE,20903278
BFA,919.1313575798756,TRUE,2021-01-01,1416,TRUE,20903278
BFA,576.8340323280516,TRUE,2021-02-01,1874,TRUE,20903278
BFA,2703.016956173944,TRUE,2021-03-01,1438,TRUE,20903278
BFA,4482.451362316175,TRUE,2021-04-01,1434,TRUE,20903278
BFA,5283.443315649675,TRUE,2021-05-01,1339,TRUE,20903278
BFA,1781.1760964267728,TRUE,2021-06-01,1258,TRUE,20903278
BFA,1263.2295136723185,TRUE,2021-07-01,1272,TRUE,20903278
BFA,1043.762695408367,TRUE,2021-08-01,1163,TRUE,20903278
BFA,1514.1971159234847,TRUE,2021-09-01,867,TRUE,20903278
BFA,1976.9193263794384,TRUE,2021-10-01,811,TRUE,20903278
BFA,1826.7565576908992,TRUE,2021-11-01,1109,TRUE,20903278
BFA,582.6454554198181,TRUE,2021-12-01,259.8709677419355,TRUE,20903278
BGD,281.7402039400065,TRUE,2020-01-01,3454,TRUE,164689383
BGD,2839.8347858901393,TRUE,2020-02-01,228,TRUE,164689383
BGD,3282.704857799883,TRUE,2020-03-01,-1456,TRUE,164689383
BGD,1665.063203189874,TRUE,2020-04-01,-4500,TRUE,164689383
BGD,7054.738556934591,TRUE,2020-05-01,1139,TRUE,164689383
BGD,20913.76701505084,TRUE,2020-06-01,10353,TRUE,164689383
BGD,28933.540229543272,TRUE,2020-07-01,11397,TRUE,164689383
BGD,26379.01262887219,TRUE,2020-08-01,9304,TRUE,164689383
BGD,21025.81153616768,TRUE,2020-09-01,4710,TRUE,164689383
BGD,18312.258361348093,TRUE,2020-10-01,2193,TRUE,164689383
BGD,21117.194131186505,TRUE,2020-11-01,3923,TRUE,164689383
BGD,18263.643225983215,TRUE,2020-12-01,5295,TRUE,164689383
BGD,12537.708962618397,TRUE,2021-01-01,2891,TRUE,164689383
BGD,12083.328106230607,TRUE,2021-02-01,21,TRUE,164689383
BGD,19395.834591796454,TRUE,2021-03-01,4600,TRUE,164689383
BGD,35665.28376292216,TRUE,2021-04-01,14276,TRUE,164689383
BGD,35651.32227444482,TRUE,2021-05-01,8214,TRUE,164689383
BGD,34419.01925192371,TRUE,2021-06-01,13013,TRUE,164689383
BGD,52457.617502401765,TRUE,2021-07-01,22030,TRUE,164689383
BGD,49841.97856134375,TRUE,2021-08-01,18915,TRUE,164689383
BGD,28847.20304887605,TRUE,2021-09-01,6426,TRUE,164689383
BGD,20429.741597960296,TRUE,2021-10-01,1499,TRUE,164689383
BGD,18054.93622503131,TRUE,2021-11-01,605,TRUE,164689383
BGD,4485.064656836526,TRUE,2021-12-01,576.7741935483871,TRUE,164689383
BGR,9.277287319397914,FALSE,2020-01-01,-94,FALSE,6948445
BGR,-37.42841091503832,FALSE,2020-02-01,-271,FALSE,6948445
BGR,-412.08081861969345,FALSE,2020-03-01,-322,FALSE,6948445
BGR,-148.50770465500023,FALSE,2020-04-01,-402,FALSE,6948445
BGR,-110.42367576254667,FALSE,2020-05-01,-116,FALSE,6948445
BGR,183.4351524878527,FALSE,2020-06-01,-24,FALSE,6948445
BGR,552.0620385231655,FALSE,2020-07-01,526,FALSE,6948445
BGR,655.4620385231676,FALSE,2020-08-01,591,FALSE,6948445
BGR,435.09229534499957,FALSE,2020-09-01,201,FALSE,6948445
BGR,1331.74775280888,FALSE,2020-10-01,1526,FALSE,6948445
BGR,8807.549438202157,FALSE,2020-11-01,8439,FALSE,6948445
BGR,7253.156340288828,FALSE,2020-12-01,6823,FALSE,6948445
BGR,457.0439941142924,FALSE,2021-01-01,1061,FALSE,6948445
BGR,722.6399010165059,FALSE,2021-02-01,272,FALSE,6948445
BGR,5146.587479935717,FALSE,2021-03-01,5332,FALSE,6948445
BGR,6617.389727126714,FALSE,2021-04-01,6467,FALSE,6948445
BGR,2291.4160513642933,FALSE,2021-05-01,2312,FALSE,6948445
BGR,950.475441412442,FALSE,2021-06-01,740,FALSE,6948445
BGR,812.2446227928625,FALSE,2021-07-01,722,FALSE,6948445
BGR,1794.4446227928631,FALSE,2021-08-01,1810,FALSE,6948445
BGR,4174.332584269595,FALSE,2021-09-01,3833,FALSE,6948445
BGR,7066.844622792845,FALSE,2021-10-01,7038,FALSE,6948445
BGR,7905.0468699838575,FALSE,2021-11-01,7419,FALSE,6948445
BGR,1465.124879614743,FALSE,2021-12-01,930.8387096774193,FALSE,6948445
BHR,-6.538127763265185,TRUE,2020-01-01,-15,TRUE,1701583
BHR,-6.238348957060897,TRUE,2020-02-01,-21,TRUE,1701583
