iso3c,economist_excess_deaths,economist_estimated,month,who_excess_deaths,who_estimated,pop
CRI,671.0724167053293,TRUE,2021-06-01,940,TRUE,5094114
CRI,366.77953235210225,TRUE,2021-07-01,638,TRUE,5094114
CRI,527.3213059032786,TRUE,2021-08-01,751,TRUE,5094114
CRI,1015.2749916037959,TRUE,2021-09-01,1058,TRUE,5094114
CRI,695.8629240078293,TRUE,2021-10-01,865,TRUE,5094114
CRI,225.2140420334103,TRUE,2021-11-01,407,TRUE,5094114
CRI,15.91123248891093,TRUE,2021-12-01,41.54838709677419,TRUE,5094114
CUB,-6.479801631418181,FALSE,2020-01-01,170,FALSE,11326616
CUB,-145.03409498201617,FALSE,2020-02-01,-307,FALSE,11326616
CUB,753.6252298851211,FALSE,2020-03-01,879,FALSE,11326616
CUB,582.6635558028064,FALSE,2020-04-01,396,FALSE,11326616
CUB,-397.40702817939325,FALSE,2020-05-01,-501,FALSE,11326616
CUB,-443.098164627303,FALSE,2020-06-01,-657,FALSE,11326616
CUB,-571.8835873191794,FALSE,2020-07-01,-426,FALSE,11326616
CUB,-117.29089914713607,FALSE,2020-08-01,-129,FALSE,11326616
CUB,-503.2981646273018,FALSE,2020-09-01,-877,FALSE,11326616
CUB,-238.32960882455546,FALSE,2020-10-01,-183,FALSE,11326616
CUB,210.701835372698,FALSE,2020-11-01,-68,FALSE,11326616
CUB,1246.2349073044752,FALSE,2020-12-01,1468,FALSE,11326616
CUB,333.5478629990902,TRUE,2021-01-01,-115,TRUE,11326616
CUB,392.1392740112893,TRUE,2021-02-01,242,TRUE,11326616
CUB,420.93279440374664,TRUE,2021-03-01,288,TRUE,11326616
CUB,482.13222980118263,TRUE,2021-04-01,768,TRUE,11326616
CUB,659.3599782194237,TRUE,2021-05-01,1053,TRUE,11326616
CUB,601.1743142788857,TRUE,2021-06-01,1076,TRUE,11326616
CUB,2023.0386307271892,TRUE,2021-07-01,3531,TRUE,11326616
CUB,3773.4735117212867,TRUE,2021-08-01,5042,TRUE,11326616
CUB,3501.5196599738997,TRUE,2021-09-01,4276,TRUE,11326616
CUB,1637.1600044949698,TRUE,2021-10-01,2060,TRUE,11326616
CUB,444.4608563778361,TRUE,2021-11-01,127,TRUE,11326616
CUB,77.27322352246941,TRUE,2021-12-01,12.129032258064516,TRUE,11326616
CYP,7.8284510433457966,FALSE,2020-01-01,80,FALSE,1207361
CYP,-35.33584804704944,FALSE,2020-02-01,-39,FALSE,1207361
CYP,15.822110754451382,FALSE,2020-03-01,3,FALSE,1207361
CYP,-21.515008025645766,FALSE,2020-04-01,-24,FALSE,1207361
CYP,96.9078250401661,FALSE,2020-05-01,106,FALSE,1207361
CYP,-3.372150882789156,FALSE,2020-06-01,-14,FALSE,1207361
CYP,3.3078250401657865,FALSE,2020-07-01,12,FALSE,1207361
CYP,-29.406460674119764,FALSE,2020-08-01,-27,FALSE,1207361
CYP,0.6564205457826446,FALSE,2020-09-01,1,FALSE,1207361
CYP,6.7935393258801335,FALSE,2020-10-01,18,FALSE,1207361
CYP,8.856420545782553,FALSE,2020-11-01,10,FALSE,1207361
CYP,23.003049759267043,FALSE,2020-12-01,66,FALSE,1207361
CYP,-9.165630015992805,FALSE,2021-01-01,66,FALSE,1207361
CYP,-66.09793338680369,FALSE,2021-02-01,-85,FALSE,1207361
CYP,-22.01813804169528,FALSE,2021-03-01,-12,FALSE,1207361
CYP,107.19903691817525,FALSE,2021-04-01,126,FALSE,1207361
CYP,30.18186195830523,FALSE,2021-05-01,49,FALSE,1207361
CYP,25.484751203889175,FALSE,2021-06-01,35,FALSE,1207361
CYP,127.98186195830495,FALSE,2021-07-01,172,FALSE,1207361
CYP,188.52471910116208,FALSE,2021-08-01,238,FALSE,1207361
CYP,78.45617977531813,FALSE,2021-09-01,113,FALSE,1207361
CYP,44.381861958304945,FALSE,2021-10-01,77,FALSE,1207361
CYP,25.890852121884606,TRUE,2021-11-01,68,FALSE,1207361
CYP,14.764473896497531,TRUE,2021-12-01,-8,FALSE,1207361
CZE,-50.70044141250437,FALSE,2020-01-01,-120,FALSE,10708982
CZE,-525.7489031566927,FALSE,2020-02-01,-771,FALSE,10708982
CZE,-57.91416532898337,FALSE,2020-03-01,-121,FALSE,10708982
CZE,135.16878009637566,FALSE,2020-04-01,-389,FALSE,10708982
CZE,-227.6855939004106,FALSE,2020-05-01,-389,FALSE,10708982
CZE,302.5116372392294,FALSE,2020-06-01,-124,FALSE,10708982
CZE,172.22869181387375,FALSE,2020-07-01,78,FALSE,10708982
CZE,415.85726324244564,FALSE,2020-08-01,241,FALSE,10708982
CZE,825.5687800963768,FALSE,2020-09-01,340,FALSE,10708982
CZE,5099.942977528163,FALSE,2020-10-01,4843,FALSE,10708982
CZE,6534.883065810671,FALSE,2020-11-01,6049,FALSE,10708982
CZE,4435.649277688669,FALSE,2020-12-01,3809,FALSE,10708982
CZE,5538.4045947032055,FALSE,2021-01-01,5717,FALSE,10708982
CZE,3953.26710139117,FALSE,2021-02-01,3093,FALSE,10708982
CZE,6074.371589085119,FALSE,2021-03-01,6267,FALSE,10708982
CZE,2405.4536115570227,FALSE,2021-04-01,1898,FALSE,10708982
CZE,423.11444622797563,FALSE,2021-05-01,244,FALSE,10708982
CZE,-43.23210272869324,FALSE,2021-06-01,-509,FALSE,10708982
CZE,-172.8855537720269,FALSE,2021-07-01,-215,FALSE,10708982
CZE,-355.25698234345487,FALSE,2021-08-01,-378,FALSE,10708982
CZE,287.5964686998813,FALSE,2021-09-01,-153,FALSE,10708982
CZE,733.6287319422589,FALSE,2021-10-01,880,FALSE,10708982
CZE,3782.9678972713104,FALSE,2021-11-01,3295,FALSE,10708982
CZE,1384.7152487961598,FALSE,2021-12-01,891.0967741935484,FALSE,10708982
DEU,-676.5959069017938,FALSE,2020-01-01,2628,FALSE,83783945
DEU,-7912.752594969152,FALSE,2020-02-01,-5588,FALSE,83783945
DEU,-1998.4374799342922,FALSE,2020-03-01,2756,FALSE,83783945
DEU,6069.253130017519,FALSE,2020-04-01,5400,FALSE,83783945
DEU,394.93394863714923,FALSE,2020-05-01,3306,FALSE,83783945
DEU,620.6817014460611,FALSE,2020-06-01,1478,FALSE,83783945
DEU,-1883.580337077149,FALSE,2020-07-01,1808,FALSE,83783945
DEU,4857.562520065721,FALSE,2020-08-01,7360,FALSE,83783945
DEU,3238.338844303225,FALSE,2020-09-01,3890,FALSE,83783945
DEU,2911.0482343514295,FALSE,2020-10-01,7120,FALSE,83783945
DEU,9500.024558588942,FALSE,2020-11-01,10420,FALSE,83783945
DEU,26008.982022473425,FALSE,2020-12-01,26216,FALSE,83783945
DEU,19186.87427769104,FALSE,2021-01-01,26653,FALSE,83783945
DEU,-2266.8655029413917,FALSE,2021-02-01,-1406,FALSE,83783945
DEU,-11217.29759229384,FALSE,2021-03-01,-559,FALSE,83783945
DEU,3079.032744784761,FALSE,2021-04-01,6596,FALSE,83783945
DEU,4260.816693420455,FALSE,2021-05-01,10251,FALSE,83783945
DEU,4468.118459070453,FALSE,2021-06-01,7909,FALSE,83783945
DEU,583.1881219918699,FALSE,2021-07-01,6660,FALSE,83783945
DEU,1673.5595505633044,FALSE,2021-08-01,6956,FALSE,83783945
DEU,6573.632744784765,FALSE,2021-09-01,9371,FALSE,83783945
DEU,7945.902407706172,FALSE,2021-10-01,14107,FALSE,83783945
DEU,16950.889887641915,FALSE,2021-11-01,20020,FALSE,83783945
DEU,6152.785874799748,FALSE,2021-12-01,5583.4838709677415,FALSE,83783945
DJI,8.752405601527908,TRUE,2020-01-01,48,TRUE,988002
DJI,4.413701690220881,TRUE,2020-02-01,38,TRUE,988002
DJI,-5.3417526835482105,TRUE,2020-03-01,37,TRUE,988002
DJI,3.5336727650921893,TRUE,2020-04-01,-8,TRUE,988002
DJI,143.12866684580348,TRUE,2020-05-01,104,TRUE,988002
DJI,613.0401304156367,TRUE,2020-06-01,218,TRUE,988002
DJI,589.127680671352,TRUE,2020-07-01,115,TRUE,988002
DJI,487.9216913088168,TRUE,2020-08-01,72,TRUE,988002
DJI,278.1325029244469,TRUE,2020-09-01,32,TRUE,988002
DJI,59.01859837862641,TRUE,2020-10-01,14,TRUE,988002
DJI,67.61269286810354,TRUE,2020-11-01,19,TRUE,988002
DJI,78.05390178184702,TRUE,2020-12-01,14,TRUE,988002
DJI,78.49090414132796,TRUE,2021-01-01,37,TRUE,988002
DJI,77.36212487974828,TRUE,2021-02-01,50,TRUE,988002
DJI,107.8618311258396,TRUE,2021-03-01,89,TRUE,988002
DJI,206.25463603105928,TRUE,2021-04-01,260,TRUE,988002
DJI,242.77569982946324,TRUE,2021-05-01,127,TRUE,988002
DJI,573.199492440591,TRUE,2021-06-01,80,TRUE,988002
DJI,594.9254769412494,TRUE,2021-07-01,82,TRUE,988002
DJI,600.2976821122464,TRUE,2021-08-01,65,TRUE,988002
DJI,497.1716049794602,TRUE,2021-09-01,89,TRUE,988002
DJI,120.63656217393766,TRUE,2021-10-01,85,TRUE,988002
DJI,92.84554852981297,TRUE,2021-11-01,51,TRUE,988002
DJI,22.960983595633362,TRUE,2021-12-01,12.64516129032258,TRUE,988002
DNK,-54.77347512037063,FALSE,2020-01-01,-22,FALSE,5792203
DNK,-483.71894060988467,FALSE,2020-02-01,-433,FALSE,5792203
DNK,-208.30983146060998,FALSE,2020-03-01,-150,FALSE,5792203
DNK,204.5305778491797,FALSE,2020-04-01,186,FALSE,5792203
DNK,-76.70983146060928,FALSE,2020-05-01,-32,FALSE,5792203
DNK,-18.84085072224997,FALSE,2020-06-01,-8,FALSE,5792203
DNK,-2.8812600320380914,FALSE,2020-07-01,61,FALSE,5792203
DNK,6.804454253676427,FALSE,2020-08-01,54,FALSE,5792203
DNK,98.87343499203662,FALSE,2020-09-01,130,FALSE,5792203
DNK,-8.166974317752336,FALSE,2020-10-01,78,FALSE,5792203
DNK,141.2448635634653,FALSE,2020-11-01,165,FALSE,5792203
DNK,458.09470304982267,FALSE,2020-12-01,421,FALSE,5792203
DNK,466.6557182986945,FALSE,2021-01-01,639,FALSE,5792203
DNK,-343.96486757618584,FALSE,2021-02-01,-439,FALSE,5792203
DNK,-765.594060995131,FALSE,2021-03-01,-557,FALSE,5792203
DNK,-231.04494382017225,FALSE,2021-04-01,-155,FALSE,5792203
DNK,152.60593900487058,FALSE,2021-05-01,299,FALSE,5792203
DNK,139.15505617982672,FALSE,2021-06-01,224,FALSE,5792203
DNK,245.7773675762988,FALSE,2021-07-01,347,FALSE,5792203
DNK,414.12022471915583,FALSE,2021-08-01,530,FALSE,5792203
DNK,390.8407704655416,FALSE,2021-09-01,444,FALSE,5792203
DNK,502.8345104334405,FALSE,2021-10-01,625,FALSE,5792203
DNK,531.7264847512558,FALSE,2021-11-01,548,FALSE,5792203
DNK,169.20706260033484,FALSE,2021-12-01,196.38709677419354,FALSE,5792203
DOM,35.415965417192126,FALSE,2020-01-01,466,FALSE,10847904
DOM,-6.175447832484066,FALSE,2020-02-01,-278,FALSE,10847904
DOM,-520.821014413418,FALSE,2020-03-01,-666,FALSE,10847904
DOM,-785.0272182495446,FALSE,2020-04-01,-1626,FALSE,10847904
DOM,-633.5033800048168,FALSE,2020-05-01,-1193,FALSE,10847904
DOM,167.340953793466,FALSE,2020-06-01,125,FALSE,10847904
DOM,948.8293081672253,FALSE,2020-07-01,1842,FALSE,10847904
DOM,816.2305984898078,FALSE,2020-08-01,1194,FALSE,10847904
DOM,22.936652718197244,FALSE,2020-09-01,-464,FALSE,10847904
DOM,134.7149207387196,TRUE,2020-10-01,541,TRUE,10847904
DOM,117.68886865572206,TRUE,2020-11-01,495,TRUE,10847904
DOM,260.83803125560996,TRUE,2020-12-01,640,TRUE,10847904
DOM,502.84762465934915,TRUE,2021-01-01,1376,TRUE,10847904
DOM,978.5592015477786,TRUE,2021-02-01,1655,TRUE,10847904
DOM,554.6442082214734,TRUE,2021-03-01,1101,TRUE,10847904
DOM,359.1889009253427,TRUE,2021-04-01,1006,TRUE,10847904
DOM,334.10183605487356,TRUE,2021-05-01,1083,TRUE,10847904
DOM,447.4593800555688,TRUE,2021-06-01,1320,TRUE,10847904
DOM,332.61434727059765,TRUE,2021-07-01,968,TRUE,10847904
DOM,91.96089014910166,TRUE,2021-08-01,453,TRUE,10847904
DOM,29.867360957381266,TRUE,2021-09-01,350,TRUE,10847904
DOM,182.30431134794964,TRUE,2021-10-01,564,TRUE,10847904
DOM,318.0611682554048,TRUE,2021-11-01,484,TRUE,10847904
DOM,38.288134845906754,TRUE,2021-12-01,112.77419354838709,TRUE,10847904
DZA,-33.68723643573135,FALSE,2020-01-01,435,FALSE,43851043
DZA,-292.27206917193854,FALSE,2020-02-01,-608,FALSE,43851043
DZA,225.273917623992,FALSE,2020-03-01,244,FALSE,43851043
DZA,331.12518909849075,FALSE,2020-04-01,14,FALSE,43851043
DZA,295.66122945195104,FALSE,2020-05-01,165,FALSE,43851043
DZA,3802.7779847974102,FALSE,2020-06-01,3808,FALSE,43851043
DZA,15384.275638054107,FALSE,2020-07-01,19154,FALSE,43851043
DZA,8611.983595043344,FALSE,2020-08-01,9381,FALSE,43851043
DZA,3784.1857804963347,FALSE,2020-09-01,2672,FALSE,43851043
DZA,3496.4656918175388,FALSE,2020-10-01,4010,FALSE,43851043
DZA,10776.2779847974,FALSE,2020-11-01,11418,FALSE,43851043
DZA,6029.872842355171,FALSE,2020-12-01,5169,FALSE,43851043
DZA,4048.396233098041,TRUE,2021-01-01,337,TRUE,43851043
DZA,1636.4049974607526,TRUE,2021-02-01,21,TRUE,43851043
DZA,1659.2520600121134,TRUE,2021-03-01,152,TRUE,43851043
DZA,1986.241066530797,TRUE,2021-04-01,299,TRUE,43851043
DZA,1997.2489311373856,TRUE,2021-05-01,919,TRUE,43851043
DZA,2408.9914207369143,TRUE,2021-06-01,1727,TRUE,43851043
DZA,4040.4975084242847,TRUE,2021-07-01,2937,TRUE,43851043
DZA,4516.694096384423,TRUE,2021-08-01,3512,TRUE,43851043
DZA,2618.7966270004163,TRUE,2021-09-01,1774,TRUE,43851043
DZA,1111.8390284479058,TRUE,2021-10-01,314,TRUE,43851043
DZA,1051.4122513947805,TRUE,2021-11-01,688,TRUE,43851043
DZA,245.45737477290686,TRUE,2021-12-01,269.93548387096774,TRUE,43851043
ECU,-73.78912520056174,FALSE,2020-01-01,372,FALSE,17643060
ECU,-32.16490101620553,FALSE,2020-02-01,-65,FALSE,17643060
ECU,4558.90742375641,FALSE,2020-03-01,5482,FALSE,17643060
ECU,14034.608105939387,FALSE,2020-04-01,15529,FALSE,17643060
ECU,3913.6217094706944,FALSE,2020-05-01,4447,FALSE,17643060
ECU,3025.60810593938,FALSE,2020-06-01,3357,FALSE,17643060
ECU,4688.107423756413,FALSE,2020-07-01,5369,FALSE,17643060
ECU,3744.7074237564093,FALSE,2020-08-01,4430,FALSE,17643060
ECU,2031.0366773679511,FALSE,2020-09-01,2256,FALSE,17643060
ECU,1480.5359951849798,FALSE,2020-10-01,1839,FALSE,17643060
ECU,1377.8366773679525,FALSE,2020-11-01,1521,FALSE,17643060
ECU,1440.1626003214117,FALSE,2020-12-01,1866,FALSE,17643060
ECU,2870.3619114507337,FALSE,2021-01-01,3794,FALSE,17643060
ECU,2897.7323635637663,FALSE,2021-02-01,3039,FALSE,17643060
ECU,4416.7051364369745,FALSE,2021-03-01,5520,FALSE,17643060
ECU,6704.544141252371,FALSE,2021-04-01,7734,FALSE,17643060
ECU,4513.076565008402,FALSE,2021-05-01,5323,FALSE,17643060
ECU,1970.4298555380847,FALSE,2021-06-01,2408,FALSE,17643060
ECU,1522.1337078655456,FALSE,2021-07-01,2128,FALSE,17643060
ECU,550.2765650084026,FALSE,2021-08-01,1121,FALSE,17643060
ECU,396.31556982379914,FALSE,2021-09-01,688,FALSE,17643060
ECU,251.61942215125916,FALSE,2021-10-01,698,FALSE,17643060
ECU,384.3727126809422,FALSE,2021-11-01,658,FALSE,17643060
ECU,132.25939004825133,FALSE,2021-12-01,349.6774193548387,FALSE,17643060
EGY,-245.53966282348648,FALSE,2020-01-01,650,FALSE,102334403
EGY,230.28910836650715,FALSE,2020-02-01,-592,FALSE,102334403
EGY,2963.8540904943898,FALSE,2020-03-01,2202,FALSE,102334403
EGY,184.76632413436823,FALSE,2020-04-01,-1882,FALSE,102334403
EGY,13134.694950709454,FALSE,2020-05-01,12504,FALSE,102334403
EGY,35923.9233133817,FALSE,2020-06-01,34574,FALSE,102334403
EGY,17036.92935931161,FALSE,2020-07-01,12740,FALSE,102334403
EGY,7210.228284042778,FALSE,2020-08-01,6330,FALSE,102334403
EGY,6832.708259618221,FALSE,2020-09-01,4990,FALSE,102334403
EGY,3460.9960259782692,FALSE,2020-10-01,2314,FALSE,102334403
EGY,6867.52331338165,FALSE,2020-11-01,4538,FALSE,102334403
EGY,14374.103552859986,FALSE,2020-12-01,12581,FALSE,102334403
EGY,12934.015924562393,FALSE,2021-01-01,14024,FALSE,102334403
EGY,6895.102331504875,FALSE,2021-02-01,3217,FALSE,102334403
EGY,15285.0721206592,FALSE,2021-03-01,13859,FALSE,102334403
EGY,24693.10850386374,FALSE,2021-04-01,23874,FALSE,102334403
EGY,30934.553841089302,FALSE,2021-05-01,29762,FALSE,102334403
EGY,14573.489149025028,FALSE,2021-06-01,9362,FALSE,102334403
EGY,12837.470794428626,TRUE,2021-07-01,6326,FALSE,102334403
EGY,10784.956278571206,TRUE,2021-08-01,5447,FALSE,102334403
EGY,10697.860508529846,TRUE,2021-09-01,11743,FALSE,102334403
EGY,14881.740913976353,TRUE,2021-10-01,21136,FALSE,102334403
EGY,16026.03676033999,TRUE,2021-11-01,13450,FALSE,102334403
EGY,4047.8609567237627,TRUE,2021-12-01,2052.3870967741937,TRUE,102334403
ERI,4.091449926762717,TRUE,2020-01-01,148,TRUE,3546427
ERI,-13.69650260389482,TRUE,2020-02-01,154,TRUE,3546427
ERI,-122.03948046366925,TRUE,2020-03-01,49,TRUE,3546427
ERI,-136.53082463251897,TRUE,2020-04-01,-164,TRUE,3546427
ERI,-192.25303032306385,TRUE,2020-05-01,-85,TRUE,3546427
ERI,-154.9111166591753,TRUE,2020-06-01,29,TRUE,3546427
ERI,-93.51283710171884,TRUE,2020-07-01,104,TRUE,3546427
ERI,-132.24062247903458,TRUE,2020-08-01,92,TRUE,3546427
ERI,-170.9069347355687,TRUE,2020-09-01,-10,TRUE,3546427
ERI,-198.28827027009947,TRUE,2020-10-01,-57,TRUE,3546427
ERI,-101.08186694701408,TRUE,2020-11-01,-38,TRUE,3546427
ERI,-59.22306212809248,TRUE,2020-12-01,72,TRUE,3546427
ERI,-50.648459074121945,TRUE,2021-01-01,127,TRUE,3546427
ERI,-76.88193860280866,TRUE,2021-02-01,105,TRUE,3546427
ERI,-105.56710499658959,TRUE,2021-03-01,145,TRUE,3546427
ERI,-8.419326722125586,TRUE,2021-04-01,134,TRUE,3546427
ERI,9.30731864311815,TRUE,2021-05-01,189,TRUE,3546427
ERI,74.75071267163106,TRUE,2021-06-01,279,TRUE,3546427
ERI,14.09309203388782,TRUE,2021-07-01,288,TRUE,3546427
ERI,-12.734280031248312,TRUE,2021-08-01,243,TRUE,3546427
ERI,63.78723185368566,TRUE,2021-09-01,162,TRUE,3546427
ERI,41.951511438827396,TRUE,2021-10-01,85,TRUE,3546427
ERI,56.70100651306896,TRUE,2021-11-01,141,TRUE,3546427
ERI,16.488847257741263,TRUE,2021-12-01,56.516129032258064,TRUE,3546427
ESP,-7.0890850722296035,FALSE,2020-01-01,1698,FALSE,46754783
ESP,-2516.5180310325986,FALSE,2020-02-01,-3562,FALSE,46754783
ESP,22352.67624398081,FALSE,2020-03-01,22864,FALSE,46754783
ESP,26036.722632423818,FALSE,2020-04-01,25760,FALSE,46754783
ESP,1940.4476725522347,FALSE,2020-05-01,1877,FALSE,46754783
ESP,-767.7630818619224,FALSE,2020-06-01,-1509,FALSE,46754783
ESP,1786.9905296950762,FALSE,2020-07-01,1875,FALSE,46754783
ESP,4379.304815409373,FALSE,2020-08-01,4158,FALSE,46754783
ESP,4745.636918138096,FALSE,2020-09-01,4083,FALSE,46754783
ESP,7387.819101123656,FALSE,2020-10-01,7893,FALSE,46754783
ESP,8333.779775280957,FALSE,2020-11-01,7218,FALSE,46754783
ESP,2856.285393258487,FALSE,2020-12-01,222,FALSE,46754783
ESP,8843.89569288392,FALSE,2021-01-01,12113,FALSE,46754783
ESP,2597.315008025749,FALSE,2021-02-01,767,FALSE,46754783
ESP,-862.5078651684488,FALSE,2021-03-01,-471,FALSE,46754783
ESP,1022.2016051365243,FALSE,2021-04-01,289,FALSE,46754783
ESP,1389.7492776887186,FALSE,2021-05-01,1275,FALSE,46754783
ESP,1501.4873194222196,FALSE,2021-06-01,332,FALSE,46754783
ESP,2566.234991974418,FALSE,2021-07-01,2465,FALSE,46754783
ESP,6549.406420545837,FALSE,2021-08-01,6571,FALSE,46754783
ESP,3784.88731942224,FALSE,2021-09-01,2763,FALSE,46754783
ESP,2000.6635634029908,FALSE,2021-10-01,1771,FALSE,46754783
ESP,4060.0016051365315,FALSE,2021-11-01,2098,FALSE,46754783
ESP,1302.7813804173593,FALSE,2021-12-01,357.6774193548387,FALSE,46754783
EST,-23.741974317820798,FALSE,2020-01-01,-23,FALSE,1326539
EST,-88.75933654362517,FALSE,2020-02-01,-126,FALSE,1326539
EST,-14.943097913346199,FALSE,2020-03-01,26,FALSE,1326539
EST,64.40529695021786,FALSE,2020-04-01,11,FALSE,1326539
EST,17.028330658082552,FALSE,2020-05-01,40,FALSE,1326539
EST,26.062439807360327,FALSE,2020-06-01,-20,FALSE,1326539
EST,65.34261637236797,FALSE,2020-07-01,69,FALSE,1326539
EST,44.57118780093967,FALSE,2020-08-01,57,FALSE,1326539
EST,72.71958266450353,FALSE,2020-09-01,55,FALSE,1326539
EST,-10.543097913346216,FALSE,2020-10-01,29,FALSE,1326539
EST,94.29101123593219,FALSE,2020-11-01,17,FALSE,1326539
EST,198.1014446227689,FALSE,2020-12-01,165,FALSE,1326539
EST,221.25747726054118,FALSE,2021-01-01,286,FALSE,1326539
EST,170.6372257891666,FALSE,2021-02-01,72,FALSE,1326539
EST,410.9139646869658,FALSE,2021-03-01,444,FALSE,1326539
EST,309.80706260028956,FALSE,2021-04-01,272,FALSE,1326539
EST,176.14253611553775,FALSE,2021-05-01,184,FALSE,1326539
EST,213.49277688600353,FALSE,2021-06-01,171,FALSE,1326539
EST,197.97110754410863,FALSE,2021-07-01,194,FALSE,1326539
EST,131.6853932583948,FALSE,2021-08-01,144,FALSE,1326539
EST,245.9499197431467,FALSE,2021-09-01,210,FALSE,1326539
EST,351.94253611553717,FALSE,2021-10-01,378,FALSE,1326539
EST,503.4070626002887,FALSE,2021-11-01,422,FALSE,1326539
EST,91.02664526483915,FALSE,2021-12-01,77.16129032258064,FALSE,1326539
ETH,159.13191493970788,TRUE,2020-01-01,4604,TRUE,114963583
ETH,224.92008065407524,TRUE,2020-02-01,2991,TRUE,114963583
ETH,1475.951167995872,TRUE,2020-03-01,-448,TRUE,114963583
ETH,895.40558312645,TRUE,2020-04-01,-3019,TRUE,114963583
ETH,1712.5474192782553,TRUE,2020-05-01,-1739,TRUE,114963583
ETH,3359.0026818429233,TRUE,2020-06-01,1143,TRUE,114963583
ETH,5041.544276955259,TRUE,2020-07-01,2604,TRUE,114963583
ETH,6542.885810753477,TRUE,2020-08-01,5206,TRUE,114963583
ETH,5501.078683410073,TRUE,2020-09-01,3662,TRUE,114963583
ETH,5089.044588631145,TRUE,2020-10-01,4041,TRUE,114963583
ETH,6523.245263368472,TRUE,2020-11-01,3962,TRUE,114963583
ETH,7770.37008876664,TRUE,2020-12-01,4365,TRUE,114963583
ETH,8670.503851165928,TRUE,2021-01-01,3941,TRUE,114963583
ETH,8902.741458660788,TRUE,2021-02-01,6830,TRUE,114963583
ETH,12768.222905434004,TRUE,2021-03-01,10488,TRUE,114963583
ETH,11792.704544687238,TRUE,2021-04-01,11990,TRUE,114963583
ETH,8103.349810075357,TRUE,2021-05-01,7333,TRUE,114963583
ETH,7206.162837807352,TRUE,2021-06-01,4211,TRUE,114963583
ETH,8011.718396919562,TRUE,2021-07-01,3073,TRUE,114963583
ETH,7746.552243684664,TRUE,2021-08-01,5925,TRUE,114963583
ETH,12178.014614380912,TRUE,2021-09-01,8171,TRUE,114963583
ETH,9667.967866028095,TRUE,2021-10-01,6875,TRUE,114963583
ETH,7659.64043430625,TRUE,2021-11-01,4056,TRUE,114963583
ETH,2210.7843904690376,TRUE,2021-12-01,833.8064516129032,TRUE,114963583
FIN,-53.92295345102108,FALSE,2020-01-01,-348,FALSE,5540718
FIN,-131.64296415184361,FALSE,2020-02-01,-139,FALSE,5540718
FIN,45.477688603654386,FALSE,2020-03-01,46,FALSE,5540718
FIN,330.86227929385944,FALSE,2020-04-01,256,FALSE,5540718
FIN,230.30626003222733,FALSE,2020-05-01,197,FALSE,5540718
FIN,210.20513643671563,FALSE,2020-06-01,163,FALSE,5540718
FIN,66.22054574651192,FALSE,2020-07-01,56,FALSE,5540718
FIN,96.10626003222681,FALSE,2020-08-01,82,FALSE,5540718
FIN,251.54799357957424,FALSE,2020-09-01,228,FALSE,5540718
FIN,84.8491171750839,FALSE,2020-10-01,102,FALSE,5540718
FIN,202.2622792938593,FALSE,2020-11-01,114,FALSE,5540718
FIN,79.26243980750836,FALSE,2020-12-01,-9,FALSE,5540718
FIN,-37.372980203149375,FALSE,2021-01-01,-2,FALSE,5540718
FIN,-46.4988228998295,FALSE,2021-02-01,-251,FALSE,5540718
FIN,-234.5345104332482,FALSE,2021-03-01,-239,FALSE,5540718
FIN,-118.2121990367844,FALSE,2021-04-01,-202,FALSE,5540718
FIN,174.00834670961032,FALSE,2021-05-01,172,FALSE,5540718
FIN,196.93065810607172,FALSE,2021-06-01,117,FALSE,5540718
FIN,415.00834670960995,FALSE,2021-07-01,392,FALSE,5540718
FIN,513.0940609953236,FALSE,2021-08-01,460,FALSE,5540718
FIN,512.8163723917875,FALSE,2021-09-01,416,FALSE,5540718
FIN,535.208346709609,FALSE,2021-10-01,507,FALSE,5540718
FIN,585.9592295346438,FALSE,2021-11-01,463,FALSE,5540718
FIN,210.10722311400053,FALSE,2021-12-01,71.74193548387096,FALSE,5540718
FJI,-20.143224342115424,TRUE,2020-01-01,-31,TRUE,896444
FJI,-22.93620005207358,TRUE,2020-02-01,-53,TRUE,896444
FJI,-24.98773482706038,TRUE,2020-03-01,-63,TRUE,896444
FJI,-30.569634140098255,TRUE,2020-04-01,-115,TRUE,896444
FJI,-35.59245547597213,TRUE,2020-05-01,-94,TRUE,896444
FJI,-32.56673436231756,TRUE,2020-06-01,-74,TRUE,896444
FJI,-41.89342535389352,TRUE,2020-07-01,-56,TRUE,896444
FJI,-43.44961130028275,TRUE,2020-08-01,-28,TRUE,896444
FJI,-35.144465997802484,TRUE,2020-09-01,-64,TRUE,896444
FJI,-32.285534071177075,TRUE,2020-10-01,-71,TRUE,896444
FJI,-31.161663262773985,TRUE,2020-11-01,-69,TRUE,896444
FJI,-35.95152803847711,TRUE,2020-12-01,-63,TRUE,896444
FJI,-38.824055159128335,TRUE,2021-01-01,-62,TRUE,896444
FJI,-30.7592834341474,TRUE,2021-02-01,-54,TRUE,896444
FJI,-31.32671825169387,TRUE,2021-03-01,-55,TRUE,896444
FJI,-25.1192387618,TRUE,2021-04-01,-50,TRUE,896444
FJI,-18.47846505733139,TRUE,2021-05-01,-14,TRUE,896444
FJI,52.521600393432216,TRUE,2021-06-01,32,TRUE,896444
FJI,330.9527491522029,TRUE,2021-07-01,286,TRUE,896444
FJI,488.33852386188033,TRUE,2021-08-01,342,TRUE,896444
